gene,logFC,P.Value
8563,-0.25814,0.517695988
285512,0.178095,0.517746414
10600,0.246131667,0.517809441
150372,0.128916667,0.517814201
5133,-0.138768333,0.517830683
55065,-0.170541667,0.517848744
3013 /// 8350 /// 8351 /// 8352 /// 8353 /// 8354 /// 8355 /// 8356 /// 8357 /// 8358 /// 8968,-0.2676,0.517871275
197196,0.105815,0.517903414
203238,-0.114075,0.517931139
6663,-0.132198333,0.517987607
22955,0.192656667,0.51816186
10009,-0.192271667,0.518212065
89845,-0.173183333,0.51825903
100506371,-0.144263333,0.518265168
2824,0.49843,0.518290099
113091,0.126683333,0.518406223
10928,-0.229498333,0.518472175
144124,0.127491667,0.51850439
157740,-0.099256667,0.518523727
6083 /// 6125 /// 26782,-0.091381667,0.518567087
56254,0.285378333,0.518584429
10825,-0.189818333,0.518639526
9824,-0.104158333,0.518657015
272 /// 100130460,0.087801667,0.518689306
5650,-0.159303333,0.518701979
54790,0.26826,0.518786103
10785,0.241836667,0.518844174
7298,-0.23123,0.519043549
729359,0.177578333,0.519178775
100131551,-0.166561667,0.519201209
1365,-0.176851667,0.519314355
64978,0.160981667,0.519337298
2176,0.122013333,0.519351207
10116,-0.214998333,0.519390157
91526,0.320118333,0.519410381
55835,0.221858333,0.519422593
22998,-0.292688333,0.519472376
64184,-0.105236667,0.519475531
147808,-0.156885,0.519487959
954,0.125006667,0.519639463
84684,0.094646667,0.519661407
126375,0.139571667,0.5198492
2204,-0.1152,0.519916055
26156,-0.262306667,0.519934938
254958,-0.096061667,0.520013059
4478,-0.202906667,0.520014661
158248,0.10903,0.520108247
102724809,0.105488333,0.520131052
486,0.14576,0.520189573
116236,-0.194493333,0.520198357
636,0.279628333,0.520269286
4909 /// 94027,0.08831,0.520311651
255313 /// 653282 /// 728036 /// 728042 /// 728049 /// 728062 /// 728072 /// 728075 /// 728082 /// 728090 /// 728096 /// 100507170,-0.10803,0.520312995
79716 /// 100534593 /// 100652930,-0.237778333,0.520380945
255330,0.109053333,0.520476862
334,0.175766667,0.520495088
101928107,0.099173333,0.520519315
54754 /// 441457,-0.141446667,0.520570819
57451,0.35059,0.520824661
150356,0.103788333,0.520938198
25776,-0.149978333,0.521039905
57189,0.243941667,0.5210481
6095,0.280516667,0.521061797
405,0.245565,0.521180347
102723559,-0.109875,0.521240089
677842 /// 692227,-0.29255,0.521264342
389073,-0.160995,0.521428551
134829,0.086155,0.521549567
3906,0.097798333,0.521669212
23604,0.142893333,0.521761405
81890,0.19631,0.521786355
101928326,-0.075583333,0.521884831
202134 /// 285596 /// 100507387 /// 102725213,0.206913333,0.521907637
119392,0.19552,0.521934043
56112,0.152466667,0.521948422
414328,-0.194648333,0.522024212
55854,-0.24922,0.522060809
1418,0.12037,0.522067846
113278,-0.152363333,0.522188091
5837,0.213755,0.522247423
10279,-0.278368333,0.522272482
100859921,0.083676667,0.522365643
9283,-0.126313333,0.52240155
100507564,-0.141785,0.522458404
401463,-0.09883,0.52246137
102723927,0.44014,0.522486738
690,-0.078861667,0.522487372
3973,0.083263333,0.522548547
9971,0.102985,0.522565442
390916,-0.265678333,0.522570298
100506033,-0.12109,0.522703128
91544,0.19175,0.52273331
6815,-0.338755,0.522851283
10795,-0.266988333,0.522935203
5313,-0.114035,0.52297182
100996263,-0.093615,0.522977798
147111,-0.114425,0.523010823
387640,0.146085,0.523076269
7162,-0.168888333,0.523277066
11236,0.253418333,0.523343514
100507178,-0.096493333,0.523382134
387032,-0.26062,0.523467248
4077,-0.221581667,0.523494952
9255,-0.284258333,0.523622341
85416,-0.12235,0.523649846
102723932,-0.145758333,0.523658922
8269,-0.22742,0.523726019
55223,-0.145998333,0.523796821
80128,-0.179773333,0.523811246
51095,-0.329331667,0.523835308
101927051,0.119006667,0.523867396
1891,-0.17053,0.523891174
2350,0.228625,0.523898065
55219,-0.190146667,0.523950689
221749,0.190166667,0.523998404
728558 /// 101927104,-0.101271667,0.524050737
203413,-0.101211667,0.52407636
54507,0.115871667,0.524131458
3612,0.220136667,0.524138324
5933,-0.110735,0.524209769
63901,-0.181586667,0.524224133
100506302,-0.11737,0.524339166
786,0.101816667,0.524392665
1821,0.12745,0.524399598
79608,0.12774,0.524439221
257397,-0.152818333,0.524483875
7401,0.092738333,0.524624363
51326 /// 100506084,-0.169186667,0.524633006
2775,0.141995,0.524862455
9853,-0.11848,0.524866828
339983,0.114863333,0.524911105
641638 /// 641648,-0.1844,0.524996891
7319,-0.248881667,0.525102481
101929025,0.090906667,0.525170229
388946 /// 101805491,0.107626667,0.525245535
121643,0.096126667,0.525253406
7253,-0.185456667,0.525322599
254427,-0.193518333,0.525326748
6702,0.097995,0.525356304
152586,0.097401667,0.525400425
152485,-0.305528333,0.525453053
8314,-0.141771667,0.525507267
1209,-0.154766667,0.525513861
644903,-0.118313333,0.525573669
140873,-0.097905,0.525627852
101928417,0.093325,0.525760592
441666,0.250726667,0.525770677
2687,-0.251195,0.525772926
654790,-0.096466667,0.525834823
112398,-0.127598333,0.525856014
101929684,-0.124773333,0.525861082
100130705,-0.167183333,0.525867431
321,-0.283335,0.52588206
284260,0.095825,0.525899452
114036,-0.127523333,0.525905714
63928,0.098218333,0.526150767
8726,-0.236958333,0.526157021
7425,-0.108718333,0.526166535
7681,-0.084563333,0.526210729
192670,-0.193633333,0.526257934
100507443,-0.09279,0.526286227
285103,-0.114178333,0.52640288
57864,-0.186843333,0.526412988
2875,-0.1228,0.526438514
83940,-0.235543333,0.526485775
100131043,0.202266667,0.526488045
8615,-0.209188333,0.526497843
102725345,0.08975,0.526512638
246330,-0.20566,0.526548043
283177,-0.138738333,0.526574026
80714,-0.182513333,0.526613959
11034,-0.194633333,0.526648472
122876,-0.146673333,0.526655228
5371,-0.217123333,0.526735161
990,0.137986667,0.526736035
9104,-0.325708333,0.526747313
7554,0.178321667,0.526759225
1583,0.231581667,0.526875038
259234,0.09955,0.526877079
2940,0.090453333,0.526885767
340390,0.127345,0.526979171
7475,0.124595,0.527046415
101927900,0.094463333,0.527064316
91782,-0.13671,0.527110965
80255,-0.34973,0.527127581
765,-0.131213333,0.527206554
54851,-0.262781667,0.527242396
285084,0.428456667,0.527337353
79673,-0.208018333,0.527456304
112399,-0.299416667,0.527504821
101928666,-0.102115,0.527539321
353322,-0.231696667,0.527553427
124739,-0.19976,0.527604069
79970,0.153465,0.527651201
25825,0.168988333,0.527729188
26259,-0.10098,0.527787476
23365,0.188295,0.528002447
6774,-0.150156667,0.528113782
8289,-0.19396,0.528186134
9466,-0.388515,0.528312408
9828,0.127216667,0.528440368
101929050,-0.09264,0.528553219
386618,-0.089421667,0.528554487
11161,-0.1584,0.528609507
1307,-0.22388,0.528653954
26074,0.095345,0.528734657
10592,-0.16077,0.528801164
554235,-0.122276667,0.528853503
6317,0.101115,0.528881341
3675,-0.175063333,0.528885837
1287,-0.374761667,0.528912451
100287590,-0.141653333,0.528915665
100133790,0.115893333,0.528926466
7549,0.171635,0.528958163
257218,0.305586667,0.52904716
55656,-0.139673333,0.529065434
101928820,0.123606667,0.529067653
85003,-0.09811,0.529225288
80010,0.179338333,0.529236582
55779,0.217621667,0.529242995
3996,0.19719,0.529265263
6288 /// 6289 /// 100528017,-0.386845,0.529448021
129880,0.136551667,0.529601702
56156,-0.102976667,0.529605007
151827,0.21705,0.529614639
144608,0.113595,0.52965414
140545,0.12998,0.529659169
79369,-0.115333333,0.529664868
7544,0.087355,0.529713609
5161,0.082978333,0.529756683
1953,-0.276868333,0.529813849
91450,-0.120763333,0.529819524
2615,-0.247716667,0.529829795
53828,0.094023333,0.529851876
652968,0.121648333,0.529943086
101928052,-0.080521667,0.52997274
1775,-0.153535,0.529994008
1814,0.090313333,0.530120911
25871,0.248153333,0.530215134
2568,-0.533091667,0.530299671
93556,0.104211667,0.530358143
10089,0.11747,0.530372407
647589,-0.112565,0.530405512
11243,-0.197326667,0.530471038
202181,0.311273333,0.530519089
7099,0.30233,0.530538339
727910,-0.14726,0.530568701
9520,0.227578333,0.530592312
362,-0.106923333,0.530690071
595101,0.126821667,0.530748671
143903,-0.329306667,0.53083685
56914,0.129625,0.530847338
101929247,0.126998333,0.530972838
119,-0.178355,0.530981406
6144 /// 26771 /// 619499 /// 100131205,0.116831667,0.531054689
49860,-0.167258333,0.531059559
9765,0.291733333,0.53106523
259236,0.11777,0.531072415
117194,-0.086851667,0.531134747
81872 /// 728279,-0.09521,0.531267204
26740,0.113918333,0.531321776
2483 /// 100289097 /// 101930278 /// 101930531,-0.141545,0.531352173
23148,-0.144401667,0.531382187
8396,-0.169821667,0.531408634
51263,0.189796667,0.531421739
10262,-0.213153333,0.531450796
9073,0.191176667,0.531519511
7073,0.118348333,0.531529257
284098,0.14681,0.531552879
374868,-0.207303333,0.531594647
283112,-0.075518333,0.531625225
51343,0.112356667,0.53168462
1937 /// 100500804,0.143891667,0.531694968
341947,-0.080585,0.531727084
83931,-0.150505,0.531742218
26508,-0.346446667,0.531763819
84612,-0.416261667,0.531833894
400627,0.116603333,0.531883321
100506311,-0.2661,0.531893315
9512,0.184531667,0.53193962
101928207,0.087666667,0.531968136
79989,-0.18261,0.53209485
285596,0.099008333,0.532114985
5554 /// 11272 /// 100533464,0.151715,0.532119423
2352,-0.096853333,0.532309914
79370,0.104203333,0.532352236
102724386,0.088118333,0.532492117
83990,0.187056667,0.532702901
7105,0.276198333,0.53270935
27068,-0.243083333,0.532752214
56259,-0.150168333,0.53282557
84278,-0.189778333,0.532879367
85315,-0.226733333,0.532918855
22859,-0.13794,0.532937396
80127,0.310398333,0.532953548
29922,-0.373735,0.532966114
57234 /// 100996741,0.102165,0.532980334
389458,-0.126775,0.532983475
53345,-0.129995,0.533047983
496,-0.098811667,0.533076833
6915,-0.132055,0.533164177
50840,-0.287198333,0.533165502
83849,0.108646667,0.533167612
8048,0.095796667,0.533305588
1571,0.246555,0.533322848
152926,-0.364998333,0.533366098
54674,0.314683333,0.533463349
6161,0.114555,0.533480305
8587,0.08021,0.533510331
353135,0.10164,0.533517195
154092,0.13637,0.533541697
29886 /// 102465503,-0.218493333,0.533579519
101927206,-0.128296667,0.533718512
90826,0.267881667,0.533776243
64748,-0.148648333,0.533814691
65243,-0.099805,0.533828632
28982,0.243876667,0.533849047
290,0.246925,0.533927477
1659,-0.100348333,0.534020933
830,-0.278433333,0.534146698
901,0.173701667,0.534343355
83482,0.107938333,0.534370539
84634,-0.358878333,0.534378425
2289,-0.28929,0.534388905
3198,-0.257603333,0.534474262
51738,-0.113398333,0.534601371
10481,-0.147645,0.534602858
59339,0.179436667,0.534643737
55011,0.1427,0.534648204
64211,-0.091253333,0.534657177
6120,-0.255361667,0.534709288
9875,-0.209256667,0.53474694
2565,0.08283,0.534748746
101929759,-0.193191667,0.534994151
11338,-0.228928333,0.535038921
51360 /// 404281,-0.09563,0.535069941
100861551,-0.246826667,0.535087267
101060544,-0.110031667,0.535182984
9487 /// 102724483,-0.12792,0.535216555
27433,-0.151246667,0.535257357
79101,0.176768333,0.53528632
55350,-0.110753333,0.53529553
286367,0.24424,0.535369591
3053,0.094901667,0.535370304
8924 /// 101929047 /// 101929832,-0.108243333,0.535380177
26056,0.196411667,0.535387109
1801 /// 124641,0.242743333,0.53547364
285593,0.130148333,0.535488722
286135,-0.0903,0.535519917
114817,0.109651667,0.535810826
23070,0.15303,0.535862038
245972,0.278128333,0.535864082
10477,-0.240036667,0.53589379
222962,0.140633333,0.535927853
30836,0.20462,0.53597582
131076,-0.31927,0.536012589
85403,-0.267178333,0.536021549
24149,0.260983333,0.536142199
5322,-0.371965,0.536150481
126070,0.093878333,0.53617223
642559,-0.14557,0.536273274
5819,-0.199278333,0.536446761
101928230,-0.183693333,0.536448883
730098,-0.168003333,0.536478335
286023,-0.126446667,0.536490895
1733,0.1486,0.536629413
1908,-0.098486667,0.536632429
22836,-0.371005,0.536641686
2555,0.142478333,0.536672018
402381,-0.1176,0.536743788
100289373,0.129401667,0.536830706
293,-0.14573,0.536871095
57731,0.105643333,0.536890214
283693,0.136383333,0.536894364
169981,0.214926667,0.536929434
9878,-0.157038333,0.536937547
22944,0.306063333,0.536991162
3889,-0.119438333,0.537017791
7178 /// 101928826,0.126585,0.537185341
102723479,-0.158773333,0.537280605
3050,0.096168333,0.537388722
563,-0.615618333,0.537431722
22947 /// 26583 /// 441056 /// 652301 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410 /// 100288289 /// 100288687 /// 100291626 /// 100419743 /// 102723449,-0.167365,0.537456761
8140,-0.350435,0.53746624
165631,0.169425,0.537498407
5908,-0.20812,0.537508397
170062,0.07521,0.537530292
84283,-0.181891667,0.537614824
6652,-0.333963333,0.537615668
51548,-0.132326667,0.537792764
112611,-0.28746,0.537844843
440307,0.134108333,0.537869806
200634,-0.166436667,0.537947865
26047,-0.14003,0.538042216
256815,0.129058333,0.538061095
100272228,0.246771667,0.538067505
286042,-0.115925,0.538122851
80230,-0.176883333,0.538270686
11166,-0.123848333,0.538288646
92960,-0.133553333,0.538323445
10314,0.239576667,0.538407588
339855,-0.13695,0.53841901
343099,0.096686667,0.53843337
1186,-0.157461667,0.538436711
81606,-0.34122,0.538475947
8862,-0.13224,0.538508603
84100,-0.255308333,0.538542048
113835,0.10067,0.53857728
3083,-0.131478333,0.538635543
26222,-0.1009,0.53881785
102725343,-0.093321667,0.538834065
3897,-0.111188333,0.538854493
79075,-0.210121667,0.538891348
148254,0.246281667,0.538909604
5271,-0.114043333,0.538957099
5818,-0.133325,0.538979758
1845,0.155688333,0.539146648
100286925,0.138811667,0.539187414
4889,0.080498333,0.539193753
218,0.119226667,0.539296614
128989,-0.110063333,0.539319776
83464,0.24789,0.539393359
136895,-0.191413333,0.539492688
92691,-0.168958333,0.539511289
51582,-0.345401667,0.539527319
79078 /// 100129924,-0.154855,0.539531537
5406,0.367963333,0.539563235
10069,-0.207508333,0.539773953
23081,0.139861667,0.539794093
28971,-0.177523333,0.539806083
1555,-0.082908333,0.539839186
9937,0.19661,0.539847923
112487,-0.184865,0.539947381
10278,-0.274426667,0.539951042
2519,-0.179153333,0.539962207
23197,-0.173505,0.540017336
10687,-0.427156667,0.540068977
26469,-0.18572,0.540150842
26787 /// 27316 /// 101928747,0.12458,0.540272703
53836,-0.107435,0.54028955
101927451,-0.29564,0.540296047
5813,0.138473333,0.540314811
4547,-0.091811667,0.540324628
728695,-0.079646667,0.54035313
10811,-0.144968333,0.540403103
9526,-0.194803333,0.540443924
3185,-0.15824,0.54052184
388948,-0.136098333,0.540532853
55728,-0.351811667,0.540538148
101927465,0.10923,0.540743438
646023,0.092138333,0.540746984
100132661,0.086493333,0.540809719
169522,-0.09285,0.540822958
5800,0.178806667,0.540865088
84725,-0.36298,0.540911629
201475,0.21343,0.540912815
3848,-0.103701667,0.540998514
11011,-0.224911667,0.541006608
5048,0.257431667,0.541191951
9820,-0.144493333,0.541266008
7320,0.146053333,0.54137966
10683,-0.100446667,0.541539936
4640,-0.087651667,0.541550458
663,0.271485,0.54157303
51341,0.248921667,0.541654888
4213,0.18524,0.541787613
8533,-0.221985,0.54182939
102724891,0.108378333,0.542036205
117156,-0.127808333,0.542089956
388531,-0.119755,0.542103559
126661,0.110181667,0.542150073
7111 /// 158427,0.145138333,0.542151999
51075,0.239706667,0.542158775
6121,-0.083695,0.542209466
29028,-0.188675,0.542238013
10106,0.191181667,0.542398068
101927948,0.08739,0.542472467
642620,0.113036667,0.542476298
154215,0.117006667,0.542584915
284352,-0.118665,0.542587311
388799,0.146766667,0.54259966
11144,-0.082486667,0.542672627
1553,-0.140358333,0.542723608
79890,-0.21628,0.542725561
2019,-0.108981667,0.542754108
402778,0.130606667,0.542765004
56157,-0.119693333,0.542820447
54960,0.187951667,0.542833887
283688,0.107465,0.542885509
408263,-0.0784,0.542991836
90271,0.096203333,0.543252681
51729,0.116055,0.543283787
55686,-0.376925,0.543449587
3987,0.317445,0.543475837
1364,-0.198283333,0.543572773
100507584,0.09313,0.543575984
54542,-0.129263333,0.543644773
79968,-0.1102,0.543677621
149466,-0.083383333,0.543802575
64091,-0.168958333,0.54383908
10808,-0.263995,0.543930408
64802,-0.137348333,0.543950063
85455,0.223305,0.544166797
56945,0.162783333,0.544381377
91608,-0.138365,0.544430521
229,-0.185296667,0.544473927
1435,0.238308333,0.544474974
57649,-0.23307,0.54452117
8178,-0.105688333,0.544609044
339768,-0.115105,0.54470451
120066,0.111656667,0.544732791
27067,0.251428333,0.544794861
318,-0.188768333,0.544820275
162515,0.113855,0.54484301
100287177,-0.142561667,0.544974545
163126,-0.142663333,0.544990794
101928955,-0.156271667,0.545043282
3957,-0.433795,0.54506703
715,0.15054,0.545080024
7923,-0.243695,0.545132933
164380,0.077796667,0.545133867
164684,-0.201783333,0.545150162
374955,-0.121153333,0.545166475
22889,0.195431667,0.545167878
6171,-0.090145,0.545187276
1293,-0.11157,0.54519588
117144,-0.08672,0.545238987
122769,-0.328585,0.545289633
222234,0.19715,0.545309727
1103,-0.127798333,0.545331124
245908 /// 504180,0.156326667,0.545337326
89885,-0.120791667,0.545410522
51030,-0.22524,0.545415171
23616,-0.118045,0.545575886
154743,-0.324435,0.545578336
30813,-0.113121667,0.545787584
2305,-0.157451667,0.545795018
6284,0.141173333,0.545928854
23259,0.170138333,0.545938182
101929265,-0.090233333,0.546057545
101928009,-0.09782,0.546057618
10728,-0.253178333,0.546087871
55425,0.28316,0.546091481
140838,-0.287731667,0.546125676
3681,-0.116335,0.546178643
64922,-0.084671667,0.546178807
84190,0.15212,0.546250318
26219,-0.096386667,0.54625994
4817,-0.129466667,0.54627235
55781,-0.30535,0.546439852
3107,-0.206163333,0.546454564
54870,0.10955,0.546539121
631,0.173388333,0.546606094
10274,-0.202776667,0.546697171
9288,0.093208333,0.546753819
54919,0.205705,0.546795618
1660,0.104571667,0.546835135
440556,0.132701667,0.546959971
27128,-0.299268333,0.546988325
137392,-0.164968333,0.547066432
11094,-0.104445,0.54735717
1983 /// 677811,0.3998,0.547370134
64798,-0.212098333,0.547415011
54916,0.2305,0.54747556
3119 /// 3123 /// 3125 /// 3126 /// 100996809 /// 101060835,-0.389853333,0.547493525
54516,-0.154443333,0.547534164
165721,-0.118461667,0.547568418
10988,0.270681667,0.547720066
144742,-0.120713333,0.547724019
567,0.089336667,0.547980098
57003,0.217391667,0.548002476
5972,-0.111055,0.54807219
142689,0.094376667,0.548103918
64429,0.125626667,0.548107349
25946,-0.141595,0.548109614
401303 /// 645700,0.103631667,0.548144966
23020 /// 101929240,0.157233333,0.548170221
101928014,-0.109425,0.548186373
3240,-0.14437,0.548230703
22973,0.141641667,0.548264826
84196,-0.392418333,0.548332217
